time,temperature_2m (°C),relativehumidity_2m (%),dewpoint_2m (°C),surface_pressure (hPa),rain (mm),cloudcover (%),windspeed_10m (km/h),winddirection_10m (°),soil_temperature_0_to_7cm (°C)
2020-05-27T15:00,26.5,66,19.7,917.3,0,45,9.8,262,30.3
2020-05-27T16:00,25.5,74,20.4,917.8,0,34,8.5,258,29.4
2020-05-27T17:00,25,78,20.8,917.6,0,17,8.9,243,28.7
2020-05-27T18:00,24.4,81,21,917,0,14,10,244,28.1
2020-05-27T19:00,24.1,81,20.6,916.9,0,15,10.5,248,27.6
2020-05-27T20:00,23.6,84,20.8,916,0,14,10.2,252,27.2
2020-05-27T21:00,23.2,87,20.9,915.9,0,15,10.5,254,26.8
2020-05-27T22:00,22.8,90,21,915.6,0,28,9.4,263,26.4
2020-05-27T23:00,22.5,92,21.1,915.2,0,83,10.1,272,26.1
2020-05-28T00:00,22.4,93,21.1,916.4,0,100,12.1,280,25.9
2020-05-28T01:00,22.5,92,21.1,917,0,100,11.8,290,25.8
2020-05-28T02:00,23.8,83,20.8,918,0,55,11.7,304,26.7
2020-05-28T03:00,25.6,72,20.3,918.2,0,16,12,311,28.4
2020-05-28T04:00,27.9,62,19.9,918.1,0,2,11.1,306,31
2020-05-28T05:00,30.1,53,19.4,918.5,0,1,11.6,296,33.6
2020-05-28T06:00,31.8,47,18.9,918.6,0,3,12.4,292,35.8
2020-05-28T07:00,32,47,19.3,917.8,0,13,12.9,293,36.9
2020-05-28T08:00,32.4,46,19.3,917.4,0,32,12.9,297,37.5
2020-05-28T09:00,32.8,44,19.1,916.7,0,30,13,304,38
2020-05-28T10:00,32.4,44,18.6,914.7,0,74,13.9,307,37.4
2020-05-28T11:00,32.3,43,18,915.4,0,57,10.9,326,36.6
2020-05-28T12:00,31.9,43,17.8,915.5,0,39,9,331,35.3
2020-05-28T13:00,30.3,49,18.4,915.7,0,32,3.6,323,33.6
2020-05-28T14:00,28.5,56,19,915.9,0,43,5.7,215,31.9
2020-05-28T15:00,27.3,63,19.6,916.9,0,45,13.8,200,30.7
2020-05-28T16:00,25.1,74,20.2,918.3,0.1,69,18.4,203,29.6
2020-05-28T17:00,22.8,89,20.9,918.2,0,51,15.5,205,28.3
2020-05-28T18:00,22.2,92,20.9,917.3,0,51,11.3,217,27.5
2020-05-28T19:00,22.7,91,21.2,916.9,0,44,11.8,232,27.1
2020-05-28T20:00,22.6,91,21.1,916.1,0,49,12.6,239,26.7
2020-05-28T21:00,22.6,92,21.2,915.6,0,40,12.6,243,26.4
2020-05-28T22:00,22.4,94,21.3,915.7,0,47,11.7,252,26.1
2020-05-28T23:00,22.5,93,21.3,915.7,0,40,11.4,259,26
2020-05-29T00:00,22.4,93,21.2,916.4,0,49,11.9,268,25.8
2020-05-29T01:00,22.6,91,21,917,0,48,11.7,281,25.7
2020-05-29T02:00,23.8,83,20.7,917.6,0,53,14,296,26.5
2020-05-29T03:00,25.6,72,20.3,917.9,0,37,13.1,307,28.3
2020-05-29T04:00,27.9,61,19.8,918.2,0,27,11.9,305,30.7
2020-05-29T05:00,29.8,53,19.3,918.2,0,28,10.3,299,33.2
2020-05-29T06:00,31.4,47,18.8,918.3,0,27,9.7,297,35.4
2020-05-29T07:00,32.2,45,18.6,917.5,0,35,8.4,301,37.1
2020-05-29T08:00,32.5,43,18.5,917.1,0,46,6.7,306,38.2
2020-05-29T09:00,32.5,43,18.2,916.3,0,64,7.1,315,37.9
2020-05-29T10:00,32.6,41,17.7,915.3,0,56,6.7,324,37.7
2020-05-29T11:00,31.8,42,17.2,915.6,0.2,61,4.2,340,36.9
2020-05-29T12:00,30.3,46,17.5,917.1,0.2,66,2.9,277,35.1
2020-05-29T13:00,27.3,62,19.3,917.6,0.1,36,7,215,32.9
2020-05-29T14:00,24.4,80,20.7,917.5,0.7,49,9.4,212,30.7
2020-05-29T15:00,23.3,87,21.1,918,1,60,7.6,199,29.2
2020-05-29T16:00,22.6,93,21.4,918.2,0.2,88,6.5,183,28.2
2020-05-29T17:00,22.5,94,21.5,918,0.3,89,5.5,203,27.4
2020-05-29T18:00,22.4,94,21.3,917.6,0.2,89,6.6,225,26.9
2020-05-29T19:00,22.6,94,21.5,917.2,0.2,90,7,235,26.6
2020-05-29T20:00,22.5,94,21.5,915.7,0.1,83,6.6,261,26.4
2020-05-29T21:00,22.5,92,21.2,915.2,0,85,6.6,279,26.2
2020-05-29T22:00,22.6,92,21.2,914.7,0,82,6.8,267,26
2020-05-29T23:00,22.7,92,21.3,915.1,0,66,6,237,25.9
2020-05-30T00:00,22.5,94,21.5,916,0,81,4.8,243,25.7
2020-05-30T01:00,22.5,94,21.6,916.8,0,85,4.3,275,25.7
2020-05-30T02:00,23.2,92,21.7,917.8,0,100,5.9,322,26
2020-05-30T03:00,24.3,85,21.6,918.3,0,88,8,324,26.7
2020-05-30T04:00,25.7,76,21.1,918.1,0,84,9.7,333,28
2020-05-30T05:00,27.3,67,20.6,918.8,0,68,8.4,340,29.6
2020-05-30T06:00,29.2,57,19.9,918.7,0,41,5.9,346,32.3
2020-05-30T07:00,30,53,19.5,918.1,0,8,5.1,356,35.2
2020-05-30T08:00,30.7,51,19.5,917.7,0,19,5.6,15,36.1
2020-05-30T09:00,31.2,49,19.1,917,0,36,5.6,40,36.8
2020-05-30T10:00,31,50,19.2,915.8,0,34,7,21,36.5
2020-05-30T11:00,29.3,57,19.8,916.7,0,42,9.9,80,35.2
2020-05-30T12:00,26.3,76,21.8,917.1,5.1,48,10.4,92,33.1
2020-05-30T13:00,24.5,86,22,918.1,4.8,58,7.2,93,30.9
2020-05-30T14:00,23.6,90,21.9,917.8,4,56,4.8,138,29.3
2020-05-30T15:00,23.1,92,21.7,917.9,2.6,44,5.4,138,28.3
2020-05-30T16:00,22.9,91,21.4,918.2,1,52,3.8,139,27.6
2020-05-30T17:00,22.6,92,21.2,918.6,0.3,49,4.8,207,27
2020-05-30T18:00,22.4,91,20.9,918.1,0,43,5.4,217,26.5
2020-05-30T19:00,22.7,92,21.3,917.8,0,34,5.3,208,26.2
2020-05-30T20:00,22.5,92,21.2,916.8,0,30,6,205,26
2020-05-30T21:00,22.2,93,21.1,916.5,0,31,6.6,202,25.7
2020-05-30T22:00,22,94,21,916.7,0,97,7.3,200,25.5
2020-05-30T23:00,21.8,95,20.9,917,0,83,8.2,203,25.3
2020-05-31T00:00,21.6,96,20.9,917.7,0,100,7.4,223,25.1
2020-05-31T01:00,21.6,96,21,918.4,0,100,7.1,225,25
2020-05-31T02:00,23,90,21.3,919.4,0,100,6,213,25.9
2020-05-31T03:00,24.9,80,21.2,919.6,0,84,6.5,199,27.4
2020-05-31T04:00,26.8,70,20.8,919.6,0,76,8,190,29.4
2020-05-31T05:00,28.2,63,20.5,919.9,0,63,9.7,182,31.2
2020-05-31T06:00,29.3,58,20.1,919.6,0,46,10.5,172,32.8
2020-05-31T07:00,29.9,55,19.8,919.4,0,40,10,165,33.9
2020-05-31T08:00,30.2,54,20,918.7,0,47,9.9,161,34.6
2020-05-31T09:00,30.2,55,20.1,917.5,0,35,10,154,34.7
2020-05-31T10:00,30.4,54,20.2,916,0,45,9,151,34.6
2020-05-31T11:00,29.5,57,20,915.6,0.3,48,9.1,162,33.7
2020-05-31T12:00,26.9,68,20.5,917.3,0.3,44,10.8,159,32
2020-05-31T13:00,25.7,76,21.2,917.9,1,55,8.8,199,30.4
2020-05-31T14:00,24.4,83,21.3,918.8,0,47,10.5,221,28.9
2020-05-31T15:00,23.4,86,20.9,919.3,0,46,9.3,242,27.7
2020-05-31T16:00,22.7,90,20.9,919.3,0,65,10.6,252,26.9
2020-05-31T17:00,22.4,91,20.8,919.3,0,49,9.1,263,26.4
2020-05-31T18:00,22.2,92,20.8,918.9,0,50,7.9,267,26
2020-05-31T19:00,21.9,93,20.8,918.9,0,55,6.8,267,25.7
2020-05-31T20:00,21.8,93,20.7,918.4,0,55,7.6,267,25.5
2020-05-31T21:00,21.7,94,20.6,917.8,0,57,8.7,265,25.2
2020-05-31T22:00,21.6,93,20.5,917.8,0,52,7.6,267,25
2020-05-31T23:00,21.5,93,20.4,917.4,0,61,6.9,264,24.9
2020-06-01T00:00,21.3,94,20.3,918,0,48,5.1,262,24.6
2020-06-01T01:00,21.3,94,20.3,918.6,0,47,5.8,248,24.5
2020-06-01T02:00,22.5,87,20.2,919.6,0,63,10,240,25.5
2020-06-01T03:00,24,80,20.3,920,0,65,10.4,236,26.7
2020-06-01T04:00,25.7,71,20,919.9,0,78,10.4,226,28.4
2020-06-01T05:00,27.4,63,19.7,920.1,0,85,10,218,30.3
2020-06-01T06:00,28.4,61,20,920,0,69,9.4,223,32
2020-06-01T07:00,28.6,61,20.3,919.5,0,83,8.7,222,32.8
2020-06-01T08:00,29.1,61,20.8,919,0,65,8.4,220,33.9
2020-06-01T09:00,27.5,67,20.9,917.7,0.2,29,8.1,225,33
2020-06-01T10:00,25.9,75,21.2,916.6,3.4,68,5.4,172,31.9
2020-06-01T11:00,25.4,77,21,916.7,2.7,66,7.2,153,30.8
2020-06-01T12:00,24.9,79,21.1,917,0.8,52,8,170,29.7
2020-06-01T13:00,24.2,82,21,917.4,0,48,7.6,211,28.4
2020-06-01T14:00,23.5,88,21.4,918.4,0.7,57,8.7,225,27.4
2020-06-01T15:00,22.6,91,21,918.8,1.5,89,11.6,234,26.6
2020-06-01T16:00,21.7,94,20.7,919.5,1.5,100,12,229,26
2020-06-01T17:00,21.5,95,20.6,919.6,0.2,63,8.4,220,25.6
2020-06-01T18:00,21.4,95,20.5,919,0,51,7.9,227,25.2
2020-06-01T19:00,21.3,93,20.2,918.5,0,49,10.3,241,24.9
2020-06-01T20:00,21.2,93,20.1,918.2,0,49,11.4,246,24.7
2020-06-01T21:00,21,93,19.9,917.8,0,50,10.5,243,24.5
2020-06-01T22:00,20.9,93,19.8,917.4,0,51,8.7,240,24.3
2020-06-01T23:00,20.7,94,19.7,916.5,0,47,8.4,230,24.1
2020-06-02T00:00,20.5,95,19.6,917.2,0,58,7.9,231,23.9
2020-06-02T01:00,20.7,94,19.7,918.1,0,65,8.7,228,23.8
2020-06-02T02:00,21.9,87,19.6,919,0,80,10.4,224,24.6
2020-06-02T03:00,23.3,79,19.5,919.4,0,86,12.5,221,25.6
2020-06-02T04:00,24.8,72,19.5,919.5,0,100,15.1,218,27.1
2020-06-02T05:00,26.2,65,19.2,919.7,0,100,16.7,217,28.5
2020-06-02T06:00,27.4,60,19,919.8,0,100,18.4,220,29.7
2020-06-02T07:00,26.1,64,18.8,919.2,0.2,100,19.6,223,29.4
2020-06-02T08:00,26.1,64,18.7,918.7,0.2,100,19.1,227,29.3
2020-06-02T09:00,25.8,66,18.9,918.3,0,91,20.6,234,29.2
2020-06-02T10:00,25.5,66,18.7,916.3,0,40,15.8,227,28.8
2020-06-02T11:00,24.6,69,18.6,916.1,0,64,19.4,220,28
2020-06-02T12:00,23.9,72,18.6,916,0,42,17.6,224,27.3
2020-06-02T13:00,23.2,76,18.8,916.7,0,34,17.1,228,26.6
2020-06-02T14:00,22.6,79,18.9,917.5,0,42,16.1,230,25.9
2020-06-02T15:00,22.3,81,18.9,918,0,72,16.1,230,25.4
2020-06-02T16:00,21.8,84,18.9,918.4,0,81,15.8,227,24.9
2020-06-02T17:00,21.5,85,19,918.4,0,63,15.8,227,24.6
2020-06-02T18:00,21.4,86,18.9,918.5,0,71,16.9,232,24.4
2020-06-02T19:00,21.1,85,18.5,917.9,0.3,86,15.9,231,24.1
2020-06-02T20:00,20.9,86,18.6,916.8,0,93,14.5,224,23.7
2020-06-02T21:00,21,86,18.6,916.2,0,94,14.5,222,23.6
2020-06-02T22:00,21.1,86,18.7,915.9,0,100,12.4,216,23.5
2020-06-02T23:00,21.3,86,18.8,915.6,0,100,12.7,215,23.5
2020-06-03T00:00,21.4,86,18.9,916.7,0,100,13.6,220,23.5
2020-06-03T01:00,21.5,87,19.2,917.1,0,100,12.3,220,23.5
2020-06-03T02:00,22.3,83,19.3,917.8,0,87,16.8,223,24.1
2020-06-03T03:00,23.2,77,19,918.2,0,86,21.4,225,24.9
2020-06-03T04:00,24.6,70,18.8,918.2,0,80,21.4,226,26.1
2020-06-03T05:00,25.6,66,18.8,918.7,0,78,22.5,230,27.1
2020-06-03T06:00,27.1,60,18.7,919,0.1,100,22.3,232,28.6
2020-06-03T07:00,27.3,59,18.5,918.5,0,100,20.9,229,29.1
2020-06-03T08:00,28,57,18.7,917.5,0.3,100,21.4,226,30.1
2020-06-03T09:00,28.4,55,18.6,916.8,0,100,21.1,226,30.6
2020-06-03T10:00,28.3,57,18.9,915.9,0,58,18.4,231,30.7
2020-06-03T11:00,27.8,58,18.6,915.4,0,46,18.5,237,30.1
2020-06-03T12:00,26.7,62,18.7,916,0,54,17.1,235,29
2020-06-03T13:00,25.8,65,18.7,916.3,0,32,14.1,232,28
2020-06-03T14:00,24.9,68,18.7,917.3,0,42,14.6,237,27
2020-06-03T15:00,24.2,72,18.9,917.6,0,33,15.8,240,26.3
2020-06-03T16:00,23.5,76,19,918.2,0,37,15.8,243,25.8
2020-06-03T17:00,22.8,80,19.1,918.6,0,38,15.9,242,25.3
2020-06-03T18:00,22.2,82,19.1,918.7,0,40,15.8,240,24.9
2020-06-03T19:00,21.7,85,19.2,918.1,0,46,14.3,242,24.5
2020-06-03T20:00,21.4,88,19.3,917.3,0,46,14,235,24.2
2020-06-03T21:00,21.2,89,19.4,916.8,0,100,15.9,232,24
2020-06-03T22:00,21.1,90,19.4,916.3,0,86,13.6,233,23.8
2020-06-03T23:00,21.2,90,19.5,916.2,0,99,11.5,229,23.7
2020-06-04T00:00,21,91,19.5,917.2,0,100,14.1,232,23.5
2020-06-04T01:00,21.3,91,19.7,917.9,0,85,17.1,235,23.6
2020-06-04T02:00,22.3,83,19.3,918.6,0,75,21.1,237,24.2
2020-06-04T03:00,23.5,77,19.2,918.9,0,100,20.3,237,25
2020-06-04T04:00,25.3,68,19,919.1,0,100,21.4,241,26.6
2020-06-04T05:00,26.3,65,19.1,918.7,0,75,22.5,243,27.6
2020-06-04T06:00,26.8,64,19.3,919,0.2,76,20.9,243,28.6
2020-06-04T07:00,27.6,62,19.6,918.3,0.1,59,20.3,245,29.8
2020-06-04T08:00,28.3,60,19.9,917.6,0.2,57,20.8,247,30.9
2020-06-04T09:00,28.5,61,20.3,917.1,0,55,19.3,246,31.4
2020-06-04T10:00,28.6,62,20.5,915.9,0,34,18.1,239,31.6
2020-06-04T11:00,27,67,20.2,916.6,1.1,88,17.6,239,31
2020-06-04T12:00,25.2,75,20.4,916.3,0.9,59,12.9,257,29.5
2020-06-04T13:00,24.3,78,20.3,917.3,0,47,10.1,253,27.9
2020-06-04T14:00,23.7,81,20.2,917.5,0,47,12.1,247,26.8
2020-06-04T15:00,23.3,83,20.2,918.1,0,52,13.2,244,26
2020-06-04T16:00,22.9,84,20.1,918.2,0,27,11.9,245,25.5
2020-06-04T17:00,22.5,86,19.9,918.5,0,22,11.8,243,25
2020-06-04T18:00,22,88,19.8,918.7,0,17,11.6,244,24.6
2020-06-04T19:00,21.9,87,19.7,918.3,0,27,11.3,243,24.4
2020-06-04T20:00,21.5,90,19.7,917.5,0,33,11.6,240,24.1
2020-06-04T21:00,21.1,92,19.7,917,0,44,12.1,243,23.8
2020-06-04T22:00,20.9,93,19.7,916.4,0,48,11.3,243,23.6
2020-06-04T23:00,20.8,93,19.7,916.4,0,55,10,249,23.5
2020-06-05T00:00,20.8,93,19.7,917.4,0,59,9.4,252,23.4
2020-06-05T01:00,20.9,93,19.7,918.3,0,56,11.4,252,23.5
2020-06-05T02:00,22,85,19.4,919.2,0,60,16.7,256,24.2
2020-06-05T03:00,23.6,76,19,919.5,0,100,16.5,259,25.4
2020-06-05T04:00,25,68,18.7,919.4,0,100,16.5,259,26.7
2020-06-05T05:00,26.1,64,18.9,919.5,0,82,17.4,257,27.9
2020-06-05T06:00,27,63,19.4,919.2,0,59,16.9,259,29.4
2020-06-05T07:00,27.7,57,18.5,918.4,0,58,16.9,259,30.2
2020-06-05T08:00,28.3,56,18.6,918,0.1,83,17.6,259,31.1
2020-06-05T09:00,28.6,57,19.1,917.4,0,71,17.1,263,31.6
2020-06-05T10:00,28.3,59,19.6,916,0,45,15.6,262,31.2
2020-06-05T11:00,28.2,61,19.9,915.8,0,52,14.9,262,30.9
2020-06-05T12:00,27.2,63,19.6,916.7,0.2,68,16.3,262,29.9
2020-06-05T13:00,24,80,20.3,917.2,2.5,76,9.4,247,28.3
2020-06-05T14:00,22.8,86,20.4,917,0.6,64,7.7,242,26.9
2020-06-05T15:00,22.7,86,20.3,917.6,0,59,10,244,26
2020-06-05T16:00,22.6,86,20,918,0,50,11.1,245,25.4
2020-06-05T17:00,22.2,86,19.8,918.2,0,36,11.8,250,24.9
2020-06-05T18:00,21.9,87,19.7,918,0,22,12.2,251,24.6
2020-06-05T19:00,22.2,86,19.7,917.6,0,33,12.3,249,24.4
2020-06-05T20:00,21.7,88,19.7,916.6,0,47,12.2,251,24.1
2020-06-05T21:00,21.4,90,19.7,916.4,0,70,12,254,24
2020-06-05T22:00,21.2,91,19.7,916,0,65,10.5,266,23.8
2020-06-05T23:00,21.3,91,19.8,916.2,0,99,10.8,266,23.8
2020-06-06T00:00,21.5,90,19.8,917.2,0,96,10.4,268,23.8
2020-06-06T01:00,21.8,89,19.9,917.3,0,86,9.4,277,23.8
2020-06-06T02:00,22.5,85,19.8,918.2,0,65,13.1,286,24.4
2020-06-06T03:00,23.9,77,19.6,918.4,0,77,15.8,291,25.5
2020-06-06T04:00,24.9,73,19.7,918.5,0.2,82,14,282,26.7
2020-06-06T05:00,25.9,72,20.4,918.9,0,57,13.7,273,27.8
2020-06-06T06:00,26.8,71,21,918.5,0,84,13.5,279,29.3
2020-06-06T07:00,28,61,19.8,917.9,0,62,11.4,283,30.6
2020-06-06T08:00,28.7,59,19.9,917.4,0,74,10.9,278,31.7
2020-06-06T09:00,29.1,55,19.2,917,0,74,11,281,32.1
2020-06-06T10:00,27.9,60,19.3,915.2,0.5,98,11.3,287,31.2
2020-06-06T11:00,25.6,71,19.9,915.8,1.5,90,9.7,272,30.3
2020-06-06T12:00,24,82,20.7,915.7,2.4,100,9.7,243,28.7
2020-06-06T13:00,23,89,21.1,916.3,1.1,95,13.6,238,27.3
2020-06-06T14:00,22,94,21,917,2,100,15.8,246,26.2
2020-06-06T15:00,21.7,94,20.7,917.5,1.3,100,15,249,25.4
2020-06-06T16:00,21.5,95,20.6,918,0.4,100,14.9,250,25
2020-06-06T17:00,21.3,95,20.4,918,0.3,78,14.1,257,24.6
2020-06-06T18:00,21,95,20.1,918,0.5,89,13.4,262,24.3
2020-06-06T19:00,21.1,94,20.1,917.5,0.1,100,13.8,264,24.1
2020-06-06T20:00,21,94,20,916.6,0,100,14.2,263,23.9
2020-06-06T21:00,21,94,20,916.4,0,100,12.8,259,23.8
2020-06-06T22:00,21,94,20,915.9,0,99,9.5,259,23.7
2020-06-06T23:00,20.9,94,19.8,915.9,0,77,9.7,266,23.6
2020-06-07T00:00,20.8,94,19.8,917,0,94,10.8,268,23.5
2020-06-07T01:00,20.9,92,19.6,917.5,0,100,11.9,267,23.4
2020-06-07T02:00,21.6,88,19.4,918.2,0,93,16.9,269,23.7
2020-06-07T03:00,22.9,78,19,918.5,0,80,18.7,271,24.6
2020-06-07T04:00,24.3,71,18.7,918.5,0,100,18,273,25.8
2020-06-07T05:00,25.9,64,18.6,918.7,0,100,16.2,271,27.2
2020-06-07T06:00,26.6,64,19.1,918.4,0,86,15.5,274,28.3
2020-06-07T07:00,27.6,64,20.1,917.6,0,51,14.9,278,29.9
2020-06-07T08:00,28.4,61,20,917.4,0,50,13.9,280,30.8
2020-06-07T09:00,28.5,59,19.7,916.8,0,59,14,282,30.9
2020-06-07T10:00,28.2,59,19.5,915.5,0.4,65,15.5,283,30.8
2020-06-07T11:00,27.2,61,19,915.4,0.6,92,13,251,30.2
2020-06-07T12:00,23.7,82,20.5,915.6,1.2,84,11.8,232,28.5
2020-06-07T13:00,22.6,87,20.4,916,0.5,86,12,226,27
2020-06-07T14:00,22.1,89,20.1,916.4,0,83,12,224,25.9
2020-06-07T15:00,21.8,89,19.9,916.5,0,82,12.8,232,25.1
2020-06-07T16:00,21.7,88,19.6,916.9,0,81,13.7,240,24.6
2020-06-07T17:00,21.5,87,19.3,917.4,0,72,13.9,249,24.2
2020-06-07T18:00,21.2,87,19,917.3,0,73,13.9,253,23.9
2020-06-07T19:00,22.2,79,18.5,917.1,0,58,13.5,254,23.9
2020-06-07T20:00,21.9,81,18.5,916.5,0,70,13,256,23.8
2020-06-07T21:00,21.6,83,18.5,916.1,0,75,12.7,262,23.7
2020-06-07T22:00,21.2,84,18.4,915.9,0,68,12.3,267,23.4
2020-06-07T23:00,21,85,18.4,916.1,0,68,13,264,23.3
2020-06-08T00:00,21,85,18.4,916.6,0,72,13.1,261,23.2
2020-06-08T01:00,21.1,85,18.5,917.5,0,93,12.6,265,23.2
2020-06-08T02:00,21.7,83,18.8,918.3,0,70,13,270,23.7
2020-06-08T03:00,22.8,78,18.7,918.6,0,80,16.2,274,24.5
2020-06-08T04:00,24,73,18.9,918.2,0,51,15.7,281,25.5
2020-06-08T05:00,25.2,67,18.6,918.3,0.2,37,14.5,289,26.8
2020-06-08T06:00,26.3,61,18.3,917.6,0,35,15.5,298,28
2020-06-08T07:00,28.4,52,17.6,917,0,44,15.9,303,29.7
2020-06-08T08:00,29.2,48,17.2,916.5,0,46,16.5,302,30.6
2020-06-08T09:00,29.4,47,16.9,915.7,0,59,15.9,298,31
2020-06-08T10:00,29.4,46,16.7,914.9,0,47,15.3,297,31
2020-06-08T11:00,29.1,46,16.4,914.9,0,44,14.6,290,30.5
2020-06-08T12:00,28.2,50,16.9,915.3,0,46,10.5,278,29.4
2020-06-08T13:00,26.8,55,17.1,915.6,0,52,8.7,263,28.2
2020-06-08T14:00,25.6,59,17.1,915.8,0,51,9.4,266,27.2
2020-06-08T15:00,25,62,17.1,916.1,0,45,10.8,272,26.5
2020-06-08T16:00,24.1,65,17.2,916.7,0,36,10.9,279,25.8
2020-06-08T17:00,23.5,68,17.3,917.4,0,32,10.9,279,25.3
2020-06-08T18:00,23,72,17.6,917.2,0,32,11.7,279,24.9
2020-06-08T19:00,22.5,75,17.8,917,0,32,12.1,280,24.4
2020-06-08T20:00,21.8,79,18.1,916.3,0,31,11.6,277,24.1
2020-06-08T21:00,21.3,83,18.3,915.9,0,29,10.8,274,23.7
2020-06-08T22:00,20.8,87,18.6,915.3,0,33,9.7,272,23.4
2020-06-08T23:00,20.5,90,18.7,915.6,0,35,10.4,270,23.2
2020-06-09T00:00,20.3,91,18.8,916.2,0,46,11.2,268,23
2020-06-09T01:00,20.4,92,19,916.6,0,48,11.9,272,22.9
2020-06-09T02:00,21.5,85,18.9,917.5,0,76,16.9,282,23.6
2020-06-09T03:00,23,76,18.5,917.8,0,100,16.8,293,24.6
2020-06-09T04:00,24.5,68,18.3,918,0,100,17.2,299,25.7
2020-06-09T05:00,25.9,62,18,917.9,0,100,17.6,298,26.8
2020-06-09T06:00,27,57,17.7,917.8,0,100,17.4,300,27.8
2020-06-09T07:00,27.6,54,17.4,917.3,0,83,15.3,297,28.6
2020-06-09T08:00,27.4,57,18,916.9,0,59,13.8,290,28.6
2020-06-09T09:00,27.7,55,18,916.6,0,53,12,279,28.8
2020-06-09T10:00,27.7,57,18.4,915.1,0,52,12.2,289,28.8
2020-06-09T11:00,27.1,61,18.9,915.1,0.2,62,13.4,276,28.5
2020-06-09T12:00,25.6,69,19.4,915.3,0.3,65,13,268,27.6
2020-06-09T13:00,23.5,80,19.9,915.4,0.3,39,11.9,272,26.5
2020-06-09T14:00,22.9,84,20,916,0,34,10.1,276,25.5
2020-06-09T15:00,22.5,87,20.1,916.5,0.5,34,9.8,276,24.9
2020-06-09T16:00,22.2,88,20.2,916.6,0,31,11.2,276,24.4
2020-06-09T17:00,22.1,89,20.2,916.6,0,31,11.6,275,24.2
2020-06-09T18:00,22,89,20.1,916.6,0,32,11.9,273,23.9
2020-06-09T19:00,22.8,80,19.1,916,0,31,12.6,273,23.8
2020-06-09T20:00,22.5,81,19.1,915.3,0,33,12.3,275,23.7
2020-06-09T21:00,22.2,83,19.1,914.8,0,38,12,277,23.6
2020-06-09T22:00,21.9,85,19.2,914.5,0,44,11.5,274,23.5
2020-06-09T23:00,21.7,86,19.3,914.3,0,53,12.3,275,23.4
2020-06-10T00:00,21.6,88,19.4,915.2,0.1,62,13,273,23.3
2020-06-10T01:00,21.5,89,19.7,915.6,0.2,71,12,277,23.3
2020-06-10T02:00,21.9,89,20,916.5,0,91,16.7,289,23.5
2020-06-10T03:00,23,81,19.6,916.5,0,88,20.8,300,24.1
2020-06-10T04:00,23.9,76,19.3,916.5,0,100,19.5,304,24.7
2020-06-10T05:00,25.1,69,19.1,916.8,0,72,17.8,302,25.8
2020-06-10T06:00,25.8,66,18.9,916.4,0,80,17.4,300,26.7
2020-06-10T07:00,26.5,63,18.9,916.2,0.1,92,16.5,302,27.2
2020-06-10T08:00,27,63,19.2,915.6,0,95,15.3,304,27.8
2020-06-10T09:00,27.3,62,19.5,915.2,0,87,14.7,301,28.2
2020-06-10T10:00,27.7,61,19.5,913.5,0,84,13,298,28.7
2020-06-10T11:00,26.4,65,19.3,913.3,0.7,94,12.7,262,28.1
2020-06-10T12:00,24.2,78,20,914,0.7,99,14.7,242,26.9
2020-06-10T13:00,23.2,84,20.3,914.2,0.5,99,15.5,242,25.9
2020-06-10T14:00,22.7,89,20.8,914.7,0.2,95,14.3,245,25
2020-06-10T15:00,22.4,87,20.2,915,0,82,14.1,251,24.4
2020-06-10T16:00,22.3,86,19.8,915.5,0,81,15.5,257,24
2020-06-10T17:00,21.9,86,19.5,915.7,0,99,17.5,261,23.7
2020-06-10T18:00,21.7,86,19.3,915.2,0,100,18.5,262,23.5
2020-06-10T19:00,22.1,85,19.4,915.1,0,100,18.4,266,23.5
2020-06-10T20:00,21.8,87,19.5,914.1,0,100,18.4,269,23.5
2020-06-10T21:00,21.7,87,19.5,913.8,0,100,18.4,273,23.4
2020-06-10T22:00,21.6,87,19.4,912.8,0,100,16.6,283,23.3
2020-06-10T23:00,21.6,87,19.3,913.1,0,95,17.1,288,23.2
2020-06-11T00:00,21.5,87,19.2,913.7,0,70,17.1,292,23.1
2020-06-11T01:00,21.5,87,19.2,914.3,0,100,17.3,293,23.1
2020-06-11T02:00,21.9,85,19.2,914.8,0,100,16.6,292,23.3
2020-06-11T03:00,22.6,81,19.1,915.4,0,100,19.3,291,23.8
2020-06-11T04:00,23.6,75,18.8,915.2,0,100,20.2,289,24.5
2020-06-11T05:00,24.6,69,18.5,915.4,0,100,19.8,286,25.3
2020-06-11T06:00,25.6,64,18.3,915.4,0,100,19.6,283,26.1
2020-06-11T07:00,24.5,74,19.5,914.8,0.3,100,19.1,282,26.3
2020-06-11T08:00,25.3,70,19.5,914.4,0.3,100,19.9,283,26.5
2020-06-11T09:00,25.9,68,19.4,913.6,0,93,18,282,26.7
2020-06-11T10:00,26,66,19.3,912.7,0,91,16.5,280,26.7
2020-06-11T11:00,23.3,81,20,912.2,1.3,100,14.8,274,26.2
2020-06-11T12:00,21.9,88,19.9,913.1,0.9,100,13,267,25
2020-06-11T13:00,21.8,88,19.6,913.6,0.2,100,14.2,263,24.3
2020-06-11T14:00,21.5,87,19.3,914.1,0,94,15,260,23.7
2020-06-11T15:00,21.4,88,19.2,914.6,0,90,15.7,259,23.3
2020-06-11T16:00,21.1,89,19.2,914.6,0,97,15.5,257,23.1
